-8, -8.5, 7.97878
-8, -8, 7.86515
-8, -7.5, 7.50417
-8, -7, 7.00351
-8, -6.5, 6.314
-8, -6, 5.56005
-8, -5.5, 4.83865
-8, -5, 4.12724
-8, -4.5, 3.41498
-8, -4, 2.72489
-8, -3.5, 2.07543
-8, -3, 1.46526
-8, -2.5, 0.893788
-8, -2, 0.376687
-8, -1.5, -0.0633454
-8, -1, -0.412484
-8, -0.5, -0.670088
-8, 0, -0.843259
-8, 0.5, -0.940465
-8, 1, -0.96867
-8, 1.5, -0.933798
-8, 2, -0.840623
-8, 2.5, -0.686562
-8, 3, -0.455141
-8, 3.5, -0.129874
-8, 4, 0.273001
-8, 4.5, 0.699258
-8, 5, 1.09751
-8, 5.5, 1.45125
-8, 6, 1.77362
-8, 6.5, 2.08949
-8, 7, 2.4232
-8, 7.5, 2.79268
-8, 8, 3.20693
-8, 8.5, 3.66337
-8, 9, 4.14318
-8, 9.5, 4.61133
-8, 10, 5.02961
-7.5, -10, 8.04278
-7.5, -9.5, 7.9397
-7.5, -9, 7.81375
-7.5, -8.5, 7.66992
-7.5, -8, 7.48675
-7.5, -7.5, 7.1513
-7.5, -7, 6.62743
-7.5, -6.5, 6.13696
-7.5, -6, 5.56432
-7.5, -5.5, 4.8581
-7.5, -5, 4.11769
-7.5, -4.5, 3.39269
-7.5, -4, 2.71057
-7.5, -3.5, 2.07819
-7.5, -3, 1.48419
-7.5, -2.5, 0.922714
-7.5, -2, 0.40822
-7.5, -1.5, -0.0348478
-7.5, -1, -0.389945
-7.5, -0.5, -0.65442
-7.5, 0, -0.834477
-7.5, 0.5, -0.938401
-7.5, 1, -0.973141
-7.5, 1.5, -0.944467
-7.5, 2, -0.857253
-7.5, 2.5, -0.710044
-7.5, 3, -0.487363
-7.5, 3.5, -0.170055
-7.5, 4, 0.232022
-7.5, 4.5, 0.66802
-7.5, 5, 1.08356
-7.5, 5.5, 1.4577
-7.5, 6, 1.80129
-7.5, 6.5, 2.13865
-7.5, 7, 2.49394
-7.5, 7.5, 2.88465
-7.5, 8, 3.3187
-7.5, 8.5, 3.7908
-7.5, 9, 4.27805
-7.5, 9.5, 4.74303
-7.5, 10, 5.14985
-7, -10, 8.00858
-7, -9.5, 7.87988
-7, -9, 7.70748
-7, -8.5, 7.48827
-7, -8, 7.22226
-7, -7.5, 6.89258
-7, -7, 6.43222
-7, -6.5, 5.79449
-7, -6, 5.35085
-7, -5.5, 4.87388
-7, -5, 4.15224
-7, -4.5, 3.39537
-7, -4, 2.70476
-7, -3.5, 2.0824
-7, -3, 1.5024
-7, -2.5, 0.950662
-7, -2, 0.439063
-7, -1.5, -0.0067704
-7, -1, -0.367714
-7, -0.5, -0.639057
-7, 0, -0.826032
-7, 0.5, -0.936701
-7, 1, -0.97799
-7, 1.5, -0.955504
-7, 2, -0.874108
-7, 2.5, -0.733305
-7, 3, -0.518715
-7, 3.5, -0.208928
-7, 4, 0.192597
-7, 4.5, 0.639092
-7, 5, 1.07354
-7, 5.5, 1.47021
-7, 6, 1.83733
-7, 6.5, 2.19848
-7, 7, 2.57764
-7, 7.5, 2.99188
-7, 8, 3.44763
-7, 8.5, 3.93614
-7, 9, 4.43009
-7, 9.5, 4.89059
-7, 10, 5.28532
-6.5, -10, 7.98023
-6.5, -9.5, 7.83512
-6.5, -9, 7.63624
-6.5, -8.5, 7.37745
-6.5, -8, 7.06618
-6.5, -7.5, 6.72551
-6.5, -7, 6.36063
-6.5, -6.5, 5.81702
-6.5, -6, 5.05486
-6.5, -5.5, 4.67974
-6.5, -5, 4.20094
-6.5, -4.5, 3.44293
-6.5, -4, 2.71844
-6.5, -3.5, 2.09136
-6.5, -3, 1.52041
-6.5, -2.5, 0.977326
-6.5, -2, 0.4687
-6.5, -1.5, 0.0203256
-6.5, -1, -0.346367
-6.5, -0.5, -0.624598
-6.5, 0, -0.818556
-6.5, 0.5, -0.936029
-6.5, 1, -0.983906
-6.5, 1.5, -0.967608
-6.5, 2, -0.891875
-6.5, 2.5, -0.756975
-6.5, 3, -0.549645
-6.5, 3.5, -0.246523
-6.5, 4, 0.155358
-6.5, 4.5, 0.613952
-6.5, 5, 1.06984
-6.5, 5.5, 1.4921
-6.5, 6, 1.88594
-6.5, 6.5, 2.27413
-6.5, 7, 2.68051
-6.5, 7.5, 3.12159
-6.5, 8, 3.60161
-6.5, 8.5, 4.10726
-6.5, 9, 4.60662
-6.5, 9.5, 5.06065
-6.5, 10, 5.44204
-6, -10, 7.95317
-6, -9.5, 7.79526
-6, -9, 7.5784
-6, -8.5, 7.29704
-6, -8, 6.96502
-6, -7.5, 6.62219
-6, -7, 6.30042
-6, -6.5, 5.90468
-6, -6, 5.16525
-6, -5.5, 4.40819
-6, -5, 4.06821
-6, -4.5, 3.51934
-6, -4, 2.76738
-6, -3.5, 2.11118
-6, -3, 1.53915
-6, -2.5, 1.00215
-6, -2, 0.496238
-6, -1.5, 0.0454926
-6, -1, -0.326861
-6, -0.5, -0.612021
-6, 0, -0.813069
-6, 0.5, -0.937459
-6, 1, -0.992007
-6, 1.5, -0.981912
-6, 2, -0.911661
-6, 2.5, -0.782061
-6, 3, -0.580887
-6, 3.5, -0.282968
-6, 4, 0.121231
-6, 4.5, 0.594946
-6, 5, 1.07637
-6, 5.5, 1.52877
-6, 6, 1.95393
-6, 6.5, 2.37381
-6, 7, 2.81216
-6, 7.5, 3.2845
-6, 8, 3.79151
-6, 8.5, 4.31386
-6, 9, 4.81536
-6, 9.5, 5.25886
-6, 10, 5.62371
-5.5, -10, 7.92543
-5.5, -9.5, 7.75591
-5.5, -9, 7.52449
-5.5, -8.5, 7.22805
-5.5, -8, 6.88689
-5.5, -7.5, 6.54918
-5.5, -7, 6.24955
-5.5, -6.5, 5.91677
-5.5, -6, 5.32833
-5.5, -5.5, 4.46338
-5.5, -5, 3.83746
-5.5, -4.5, 3.46213
-5.5, -4, 2.84399
-5.5, -3.5, 2.14894
-5.5, -3, 1.55956
-5.5, -2.5, 1.02389
-5.5, -2, 0.520027
-5.5, -1.5, 0.0670869
-5.5, -1, -0.310797
-5.5, -0.5, -0.602931
-5.5, 0, -0.811226
-5.5, 0.5, -0.942722
-5.5, 1, -1.0041
-5.5, 1.5, -1.00025
-5.5, 2, -0.935244
-5.5, 2.5, -0.81016
-5.5, 3, -0.613597
-5.5, 3.5, -0.318482
-5.5, 4, 0.0917003
-5.5, 4.5, 0.585956
-5.5, 5, 1.0996
-5.5, 5.5, 1.58902
-5.5, 6, 2.05214
-5.5, 6.5, 2.51021
-5.5, 7, 2.98674
-5.5, 7.5, 3.49502
-5.5, 8, 4.02976
-5.5, 8.5, 4.56434
-5.5, 9, 5.06001
-5.5, 9.5, 5.48488
-5.5, 10, 5.82671
-5, -10, 7.89607
-5, -9.5, 7.71514
-5, -9, 7.47053
-5, -8.5, 7.16259
-5, -8, 6.81803
-5, -7.5, 6.48908
-5, -7, 6.2039
-5, -6.5, 5.89206
-5, -6, 5.38462
-5, -5.5, 4.59942
-5, -5, 3.81712
-5, -4.5, 3.30535
-5, -4, 2.84299
-5, -3.5, 2.19472
-5, -3, 1.57793
-5, -2.5, 1.03862
-5, -2, 0.53662
-5, -1.5, 0.0821035
-5, -1, -0.300921
-5, -0.5, -0.599978
-5, 0, -0.815702
-5, 0.5, -0.954587
-5, 1, -1.02304
-5, 1.5, -1.02552
-5, 2, -0.965447
-5, 2.5, -0.843761
-5, 3, -0.649512
-5, 3.5, -0.353243
-5, 4, 0.0694438
-5, 4.5, 0.593706
-5, 5, 1.15042
-5, 5.5, 1.68713
-5, 6, 2.19735
-5, 6.5, 2.70164
-5, 7, 3.22244
-5, 7.5, 3.76802
-5, 8, 4.32423
-5, 8.5, 4.85786
-5, 9, 5.33257
-5, 9.5, 5.72628
-5, 10, 6.03633
-4.5, -10, 7.86456
-4.5, -9.5, 7.67203
-4.5, -9, 7.41485
-4.5, -8.5, 7.09756
-4.5, -8, 6.75308
-4.5, -7.5, 6.43475
-4.5, -7, 6.15981
-4.5, -6.5, 5.85079
-4.5, -6, 5.37112
-4.5, -5.5, 4.67047
-4.5, -5, 3.89358
-4.5, -4.5, 3.26
-4.5, -4, 2.78402
-4.5, -3.5, 2.2087
-4.5, -3, 1.57173
-4.5, -2.5, 1.03153
-4.5, -2, 0.537302
-4.5, -1.5, 0.0844941
-4.5, -1, -0.302146
-4.5, -0.5, -0.607606
-4.5, 0, -0.830819
-4.5, 0.5, -0.977431
-4.5, 1, -1.05334
-4.5, 1.5, -1.06229
-4.5, 2, -1.00663
-4.5, 2.5, -0.886624
-4.5, 3, -0.691034
-4.5, 3.5, -0.386909
-4.5, 4, 0.0597777
-4.5, 4.5, 0.630313
-4.5, 5, 1.24723
-4.5, 5.5, 1.84546
-4.5, 6, 2.41329
-4.5, 6.5, 2.97029
-4.5, 7, 3.53537
-4.5, 7.5, 4.10809
-4.5, 8, 4.66542
-4.5, 8.5, 5.1742
-4.5, 9, 5.60859
-4.5, 9.5, 5.95952
-4.5, 10, 6.23255
-4, -10, 7.83048
-4, -9.5, 7.62603
-4, -9, 7.35669
-4, -8.5, 7.03182
-4, -8, 6.69009
-4, -7.5, 6.3834
-4, -7, 6.11548
-4, -6.5, 5.80019
-4, -6, 5.32284
-4, -5.5, 4.67124
-4, -5, 3.95977
-4, -4.5, 3.30503
-4, -4, 2.76445
-4, -3.5, 2.251
-4, -3, 1.55428
-4, -2.5, 0.961444
-4, -2, 0.496262
-4, -1.5, 0.0601334
-4, -1, -0.323993
-4, -0.5, -0.633505
-4, 0, -0.863572
-4, 0.5, -1.01808
-4, 1, -1.10186
-4, 1.5, -1.1174
-4, 2, -1.06532
-4, 2.5, -0.944155
-4, 3, -0.741038
-4, 3.5, -0.417267
-4, 4, 0.0738355
-4, 4.5, 0.717953
-4, 5, 1.41993
-4, 5.5, 2.09529
-4, 6, 2.72632
-4, 6.5, 3.33086
-4, 7, 3.92197
-4, 7.5, 4.49162
-4, 8, 5.01687
-4, 8.5, 5.47606
-4, 9, 5.85858
-4, 9.5, 6.16573
-4, 10, 6.40662
-3.5, -10, 7.79338
-3.5, -9.5, 7.57666
-3.5, -9, 7.29562
-3.5, -8.5, 6.96494
-3.5, -8, 6.62837
-3.5, -7.5, 6.33376
-3.5, -7, 6.06998
-3.5, -6.5, 5.74342
-3.5, -6, 5.25819
-3.5, -5.5, 4.63219
-3.5, -5, 3.97642
-3.5, -4.5, 3.36582
-3.5, -4, 2.80816
-3.5, -3.5, 2.28502
-3.5, -3, 1.6761
-3.5, -2.5, 0.870318
-3.5, -2, 0.351228
-3.5, -1.5, -0.0286376
-3.5, -1, -0.387372
-3.5, -0.5, -0.691889
-3.5, 0, -0.925479
-3.5, 0.5, -1.08702
-3.5, 1, -1.1787
-3.5, 1.5, -1.20071
-3.5, 2, -1.15067
-3.5, 2.5, -1.02351
-3.5, 3, -0.801918
-3.5, 3.5, -0.436989
-3.5, 4, 0.13494
-3.5, 4.5, 0.895598
-3.5, 5, 1.71091
-3.5, 5.5, 2.46772
-3.5, 6, 3.14546
-3.5, 6.5, 3.76455
-3.5, 7, 4.33876
-3.5, 7.5, 4.86472
-3.5, 8, 5.3323
-3.5, 8.5, 5.73506
-3.5, 9, 6.07231
-3.5, 9.5, 6.34829
-3.5, 10, 6.57069
-3, -10, 7.75268
-3, -9.5, 7.52338
-3, -9, 7.23123
-3, -8.5, 6.89672
-3, -8, 6.56759
-3, -7.5, 6.28507
-3, -7, 6.0227
-3, -6.5, 5.6822
-3, -6, 5.18654
-3, -5.5, 4.57627
-3, -5, 3.959
-3, -4.5, 3.3924
-3, -4, 2.86577
-3, -3.5, 2.33893
-3, -3, 1.76636
-3, -2.5, 1.01782
-3, -2, 0.149014
-3, -1.5, -0.26565
-3, -1, -0.54344
-3, -0.5, -0.811942
-3, 0, -1.03638
-3, 0.5, -1.20008
-3, 1, -1.29794
-3, 1.5, -1.32526
-3, 2, -1.2743
-3, 2.5, -1.13277
-3, 3, -0.872896
-3, 3.5, -0.42672
-3, 4, 0.288895
-3, 4.5, 1.22127
-3, 5, 2.15775
-3, 5.5, 2.95968
-3, 6, 3.62728
-3, 6.5, 4.20379
-3, 7, 4.71856
-3, 7.5, 5.18123
-3, 8, 5.59316
-3, 8.5, 5.95453
-3, 9, 6.2654
-3, 9.5, 6.52717
-3, 10, 6.74354
-2.5, -10, 7.70755
-2.5, -9.5, 7.46539
-2.5, -9, 7.163
-2.5, -8.5, 6.82689
-2.5, -8, 6.5074
-2.5, -7.5, 6.23662
-2.5, -7, 5.97318
-2.5, -6.5, 5.61781
-2.5, -6, 5.11307
-2.5, -5.5, 4.51582
-2.5, -5, 3.92629
-2.5, -4.5, 3.38955
-2.5, -4, 2.89075
-2.5, -3.5, 2.38602
-2.5, -3, 1.82058
-2.5, -2.5, 1.13309
-2.5, -2, 0.23134
-2.5, -1.5, -0.610822
-2.5, -1, -0.89409
-2.5, -0.5, -1.05797
-2.5, 0, -1.23307
-2.5, 0.5, -1.38129
-2.5, 1, -1.4775
-2.5, 1.5, -1.50555
-2.5, 2, -1.44753
-2.5, 2.5, -1.27688
-2.5, 3, -0.942555
-2.5, 3.5, -0.342035
-2.5, 4, 0.609652
-2.5, 4.5, 1.74172
-2.5, 5, 2.73505
-2.5, 5.5, 3.4902
-2.5, 6, 4.07796
-2.5, 6.5, 4.57654
-2.5, 7, 5.02564
-2.5, 7.5, 5.43758
-2.5, 8, 5.8147
-2.5, 8.5, 6.15566
-2.5, 9, 6.45648
-2.5, 9.5, 6.7137
-2.5, 10, 6.92708
-2, -10, 7.65676
-2, -9.5, 7.40155
-2, -9, 7.09008
-2, -8.5, 6.75501
-2, -8, 6.44732
-2, -7.5, 6.18766
-2, -7, 5.92118
-2, -6.5, 5.55166
-2, -6, 5.04129
-2, -5.5, 4.45719
-2, -5, 3.88891
-2, -4.5, 3.36975
-2, -4, 2.88241
-2, -3.5, 2.38639
-2, -3, 1.82953
-2, -2.5, 1.14717
-2, -2, 0.28131
-2, -1.5, -0.703387
-2, -1, -1.39225
-2, -0.5, -1.53211
-2, 0, -1.58293
-2, 0.5, -1.6663
-2, 1, -1.73598
-2, 1.5, -1.75002
-2, 2, -1.66997
-2, 2.5, -1.4416
-2, 3, -0.9671
-2, 3.5, -0.0991982
-2, 4, 1.15342
-2, 4.5, 2.39212
-2, 5, 3.30327
-2, 5.5, 3.93597
-2, 6, 4.42829
-2, 6.5, 4.86268
-2, 7, 5.26885
-2, 7.5, 5.65274
-2, 8, 6.01404
-2, 8.5, 6.34792
-2, 9, 6.64509
-2, 9.5, 6.89761
-2, 10, 7.10322
-1.5, -10, 7.59845
-1.5, -9.5, 7.33014
-1.5, -9, 7.01125
-1.5, -8.5, 6.68032
-1.5, -8, 6.38658
-1.5, -7.5, 6.13733
-1.5, -7, 5.8667
-1.5, -6.5, 5.4855
-1.5, -6, 4.9742
-1.5, -5.5, 4.40413
-1.5, -5, 3.85183
-1.5, -4.5, 3.3394
-1.5, -4, 2.84621
-1.5, -3.5, 2.33318
-1.5, -3, 1.75338
-1.5, -2.5, 1.05081
-1.5, -2, 0.161703
-1.5, -1.5, -0.869435
-1.5, -1, -1.71495
-1.5, -0.5, -2.1312
-1.5, 0, -2.14039
-1.5, 0.5, -2.09192
-1.5, 1, -2.07815
-1.5, 1.5, -2.03854
-1.5, 2, -1.89667
-1.5, 2.5, -1.54828
-1.5, 3, -0.829479
-1.5, 3.5, 0.380888
-1.5, 4, 1.8079
-1.5, 4.5, 2.95024
-1.5, 5, 3.70601
-1.5, 5.5, 4.2359
-1.5, 6, 4.67338
-1.5, 6.5, 5.07727
-1.5, 7, 5.46377
-1.5, 7.5, 5.83564
-1.5, 8, 6.19188
-1.5, 8.5, 6.52372
-1.5, 9, 6.81664
-1.5, 9.5, 7.06016
-1.5, 10, 7.25268
-1, -10, 7.52986
-1, -9.5, 7.2487
-1, -9, 6.92476
-1, -8.5, 6.60174
-1, -8, 6.32417
-1, -7.5, 6.08475
-1, -7, 5.81012
-1, -6.5, 5.42161
-1, -6, 4.91498
-1, -5.5, 4.35961
-1, -5, 3.81738
-1, -4.5, 3.29954
-1, -4, 2.78059
-1, -3.5, 2.21926
-1, -3, 1.56977
-1, -2.5, 0.78774
-1, -2, -0.160613
-1, -1.5, -1.23665
-1, -1, -2.15333
-1, -0.5, -2.58967
-1, 0, -2.69792
-1, 0.5, -2.5972
-1, 1, -2.44828
-1, 1.5, -2.28114
-1, 2, -1.991
-1, 2.5, -1.41385
-1, 3, -0.387132
-1, 3.5, 0.997123
-1, 4, 2.305
-1, 4.5, 3.2577
-1, 5, 3.9117
-1, 5.5, 4.40774
-1, 6, 4.83621
-1, 6.5, 5.23498
-1, 7, 5.6164
-1, 7.5, 5.98599
-1, 8, 6.34286
-1, 8.5, 6.67363
-1, 9, 6.95988
-1, 9.5, 7.19121
-1, 10, 7.36857
-0.5, -10, 7.44705
-0.5, -9.5, 7.15389
-0.5, -9, 6.82842
-0.5, -8.5, 6.51796
-0.5, -8, 6.25882
-0.5, -7.5, 6.0289
-0.5, -7, 5.75201
-0.5, -6.5, 5.36255
-0.5, -6, 4.86687
-0.5, -5.5, 4.32629
-0.5, -5, 3.78648
-0.5, -4.5, 3.24725
-0.5, -4, 2.67569
-0.5, -3.5, 2.02431
-0.5, -3, 1.24552
-0.5, -2.5, 0.312508
-0.5, -2, -0.742812
-0.5, -1.5, -1.79437
-0.5, -1, -2.64409
-0.5, -0.5, -3.08539
-0.5, 0, -3.08829
-0.5, 0.5, -2.92082
-0.5, 1, -2.66545
-0.5, 1.5, -2.3056
-0.5, 2, -1.76515
-0.5, 2.5, -0.9082
-0.5, 3, 0.26517
-0.5, 3.5, 1.5073
-0.5, 4, 2.5609
-0.5, 4.5, 3.3674
-0.5, 5, 3.9891
-0.5, 5.5, 4.49769
-0.5, 6, 4.94162
-0.5, 6.5, 5.34802
-0.5, 7, 5.73284
-0.5, 7.5, 6.1064
-0.5, 8, 6.46675
-0.5, 8.5, 6.79587
-0.5, 9, 7.07357
-0.5, 9.5, 7.29168
-0.5, 10, 7.45442
0, -10, 7.34471
0, -9.5, 7.04169
0, -9, 6.72002
0, -8.5, 6.42776
0, -8, 6.18904
0, -7.5, 5.96843
0, -7, 5.69244
0, -6.5, 5.30981
0, -6, 4.83147
0, -5.5, 4.30475
0, -5, 3.75679
0, -4.5, 3.1736
0, -4, 2.51072
0, -3.5, 1.71118
0, -3, 0.733082
0, -2.5, -0.394654
0, -2, -1.51713
0, -1.5, -2.43143
0, -1, -3.04715
0, -0.5, -3.37048
0, 0, -3.37818
0, 0.5, -3.05195
0, 1, -2.56516
0, 1.5, -1.97737
0, 2, -1.19805
0, 2.5, -0.217446
0, 3, 0.84582
0, 3.5, 1.83419
0, 4, 2.67855
0, 4.5, 3.39525
0, 5, 4.01294
0, 5.5, 4.54635
0, 6, 5.01151
0, 6.5, 5.42986
0, 7, 5.82262
0, 7.5, 6.20365
0, 8, 6.56829
0, 8.5, 6.89453
0, 9, 7.16258
0, 9.5, 7.36772
0, 10, 7.51734
0.5, -10, 7.21666
0.5, -9.5, 6.90842
0.5, -9, 6.5984
0.5, -8.5, 6.33047
0.5, -8, 6.11297
0.5, -7.5, 5.90079
0.5, -7, 5.6289
0.5, -6.5, 5.25989
0.5, -6, 4.8028
0.5, -5.5, 4.2854
0.5, -5, 3.71279
0.5, -4.5, 3.0526
0.5, -4, 2.24462
0.5, -3.5, 1.23005
0.5, -3, 0.0203007
0.5, -2.5, -1.21663
0.5, -2, -2.22459
0.5, -1.5, -2.88154
0.5, -1, -3.23321
0.5, -0.5, -3.36313
0.5, 0, -3.30209
0.5, 0.5, -2.98338
0.5, 1, -2.31251
0.5, 1.5, -1.42977
0.5, 2, -0.521146
0.5, 2.5, 0.385761
0.5, 3, 1.24855
0.5, 3.5, 2.03201
0.5, 4, 2.74125
0.5, 4.5, 3.40356
0.5, 5, 4.0228
0.5, 5.5, 4.57783
0.5, 6, 5.06164
0.5, 6.5, 5.49216
0.5, 7, 5.89494
0.5, 7.5, 6.28489
0.5, 8, 6.65328
0.5, 8.5, 6.97521
0.5, 9, 7.233
0.5, 9.5, 7.4259
0.5, 10, 7.56401
1, -10, 7.05786
1, -9.5, 6.75315
1, -9, 6.46503
1, -8.5, 6.2263
1, -8, 6.02783
1, -7.5, 5.82059
1, -7, 5.5522
1, -6.5, 5.19628
1, -6, 4.75388
1, -5.5, 4.22902
1, -5, 3.60123
1, -4.5, 2.81728
1, -4, 1.81188
1, -3.5, 0.577865
1, -3, -0.73119
1, -2.5, -1.84024
1, -2, -2.58268
1, -1.5, -2.9794
1, -1, -3.12198
1, -0.5, -3.08475
1, 0, -2.90131
1, 0.5, -2.55008
1, 1, -1.93911
1, 1.5, -1.01324
1, 2, -0.00094318
1, 2.5, 0.831929
1, 3, 1.52696
1, 3.5, 2.16434
1, 4, 2.78445
1, 4.5, 3.41141
1, 5, 4.03221
1, 5.5, 4.60285
1, 6, 5.10095
1, 6.5, 5.54272
1, 7, 5.95637
1, 7.5, 6.35548
1, 8, 6.72637
1, 8.5, 7.04264
1, 9, 7.28992
1, 9.5, 7.47141
1, 10, 7.59944
1.5, -10, 6.86867
1.5, -9.5, 6.581
1.5, -9, 6.32493
1.5, -8.5, 6.11559
1.5, -8, 5.92864
1.5, -7.5, 5.7171
1.5, -7, 5.4413
1.5, -6.5, 5.07997
1.5, -6, 4.62142
1.5, -5.5, 4.04584
1.5, -5, 3.31241
1.5, -4.5, 2.36893
1.5, -4, 1.20505
1.5, -3.5, -0.0648595
1.5, -3, -1.21062
1.5, -2.5, -2.04819
1.5, -2, -2.54417
1.5, -1.5, -2.75889
1.5, -1, -2.76578
1.5, -0.5, -2.61938
1.5, 0, -2.35052
1.5, 0.5, -1.96356
1.5, 1, -1.42938
1.5, 1.5, -0.700197
1.5, 2, 0.207859
1.5, 2.5, 1.09887
1.5, 3, 1.75374
1.5, 3.5, 2.28655
1.5, 4, 2.83051
1.5, 4.5, 3.42524
1.5, 5, 4.0444
1.5, 5.5, 4.62508
1.5, 6, 5.13376
1.5, 6.5, 5.58599
1.5, 7, 6.01098
1.5, 7.5, 6.41883
1.5, 8, 6.79075
1.5, 8.5, 7.10023
1.5, 9, 7.337
1.5, 9.5, 7.50795
1.5, 10, 7.62709
2, -10, 6.65995
2, -9.5, 6.40396
2, -9, 6.18416
2, -8.5, 5.9961
2, -8, 5.80588
2, -7.5, 5.57116
2, -7, 5.25944
2, -6.5, 4.84741
2, -6, 4.31169
2, -5.5, 3.62458
2, -5, 2.76234
2, -4.5, 1.7334
2, -4, 0.614729
2, -3.5, -0.450934
2, -3, -1.32143
2, -2.5, -1.92296
2, -2, -2.25774
2, -1.5, -2.36888
2, -1, -2.30733
2, -0.5, -2.1166
2, 0, -1.8268
2, 0.5, -1.45067
2, 1, -0.98157
2, 1.5, -0.399556
2, 2, 0.304748
2, 2.5, 1.11911
2, 3, 1.90083
2, 3.5, 2.44049
2, 4, 2.90801
2, 4.5, 3.45307
2, 5, 4.05994
2, 5.5, 4.64492
2, 6, 5.16177
